name,gas-name,temperature,pressure,gas-critical-temperature,gas-critical-pressure,gas-acentric-factor,gas-molar-mass,target-value
DB12-MIMVEJ_freeONLY,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.202841488
DB12-MIMVEJ_clean,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.205440508
DB0-m3_o1490_o15_f0_fsc.sym.2,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.21061541
DB0-m3_o51_o15_f0_fsc.sym.3,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.215974876
DB0-m3_o153_o14_f0_fsc.sym.62,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.218458537
DB0-m3_o1480_o15_f0_fsc.sym.16,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.241476406
DB5-hypotheticalMOF_36346_0_0_2_16_2_12,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.244383497
DB0-m3_o1480_o15_f0_fsc.sym.17,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.25948404
DB0-m3_o152_o15_f0_fsc.sym.16,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.263273943
DB0-m3_o45_o15_f0_fsc.sym.26,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.275868889
DB0-m3_o1490_o15_f0_fsc.sym.15,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.297713005
DB0-m3_o1480_o15_f0_fsc.sym.21,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.328962996
DB0-m3_o1490_o15_f0_fsc.sym.3,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.333851177
DB0-m3_o47_o15_f0_fsc.sym.22,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.343038604
DB0-m3_o44_o15_f0_fsc.sym.16,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.357833378
DB0-m3_o49_o14_f0_fsc.sym.2,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.364041776
DB0-m3_o1530_o15_f0_fsc.sym.2,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.410599768
DB1-Al2O6-ADC_B-fum_B_No47,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.438703384
DB1-Al2O6-ADC_B-fum_B_No223,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.44593124
DB0-m3_o150_o15_f0_fsc.sym.44,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.466933864
DB1-Al2O6-ADC_B-fum_B_No149,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.477584266
DB0-m3_o470_o15_f0_fsc.sym.17,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.482049953
DB1-Al2O6-ADC_B-fum_B_No97,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.487332179
DB0-m3_o45_o15_f0_fsc.sym.18,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.550413989
DB0-m3_o47_o15_f0_fsc.sym.3,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.577067308
DB0-m3_o490_o15_f0_fsc.sym.4,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.645683537
DB0-m3_o1490_o15_f0_fsc.sym.18,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.647941273
DB0-m3_o490_o15_f0_fsc.sym.3,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.685898133
DB0-m3_o1520_o15_f0_fsc.sym.2,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.707151981
DB0-m3_o152_o15_f0_fsc.sym.2,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.75956638
DB0-m3_o1470_o15_f0_fsc.sym.3,CH4,298.15,10,190.56,4.5992,0.0115,16.043,1.910440652
DB1-Al2O6-ADC_B-fum_B_No83,CH4,298.15,10,190.56,4.5992,0.0115,16.043,2.013916398
DB1-Al2O6-ADC_B-fum_B_No11,CH4,298.15,10,190.56,4.5992,0.0115,16.043,2.048340406
